ISBN	Titulo	 Autor	 Categoria	 Ano
7620-3809-21-8701	Bloodpoint  Cadeira	 Caroline Gomes	Romance	1964
8188-3618-9609-1329	Fartech  Colher	 Alana Monteiro	Romance	1991
6401-5827-4357-5184	Archesky  Galinha	Melissa Caldeira	Romance	1965
220-7046-2419-6614	Bulletreign  Chocolate	Gabriela Cardoso	Romance	1982
7622-3406-5477-1742	Evercore  Fotógrafo	Enzo Gabriel Pires	Romance	1989
8112-4928-495-8643	Everlife  Espirro	Maite Moura	Romance	1937
4942-3440-292-9035	Crosshunt  Rato	 Yuri Jesus	Romance	1998
5107-746-324-9555	Dreamchase  Bicicleta	Breno da Cruz	Romance	1915
230-1376-6259-9147	Dragonsky  Avião	Thomas Barbosa	Romance	1999
6298-8242-598-7914	Everrain  Futebol	 Maria Julia Pires	Romance	1918
2369-7456-8550-1117	Killing Crusade  Fogão	Matheus da Mota	Ficcao Cientifica	1945
8618-5047-1151-2696	Killing Ego  Escova de dente	Levi Oliveira	Ficcao Cientifica	1943
3467-3071-2446-9571	Werewolf System papel	Sophie Freitas	Ficcao Cientifica	1939
3593-1457-6564-6217	Private Siren  Cachorro	Leonardo Souza	Ficcao Cientifica	1923
8046-9495-5403-9935	Armored Command  Bebê	Maria Fernandes	Ficcao Cientifica	1927
7533-3808-6811-1810	Human Crusade  Balé	Joana Nunes	Ficcao Cientifica	1953
4516-555-7563-8023	Infinite System  Basquete	Davi Luiz da Conceicao	Ficcao Cientifica	1976
6537-500-5585-5021	Infected Panic  Óculos de grau	Gabriel Jesus	Ficcao Cientifica	2002
231-8645-3425-3457	Nuclear Agent  Futebol	Samuel Freitas	Ficcao Cientifica	1978
2680-2966-9188-6323	Grand Realm  Beliscão	Emanuella da Luz	Ficcao Cientifica	1922
1735-5511-4819-899	Rise of Infringement  Elefante	Barbara Monteiro	Ficcao Cientifica	2011
3140-6867-5760-4399	Vengeance of Lies  Golfe	Raul Barros	Ficcao Cientifica	1926
2621-6217-4641-2777	Destroy of Conflict  Bola	Pedro Miguel Rezende	Ficcao Cientifica	1919
1254-7222-4034-6221	Incinerate of Democracy  Pescador	Gabrielly Moreira	Ficcao Cientifica	2005
6998-6954-91-5932	Pillage of Trickery  Elefante	Luna Goncalves	Ficcao Cientifica	1979
3949-8395-8663-7268	Assault of Trickery  Aplaudir	 Sofia Ferreira	Ficcao Cientifica	1973
411-8476-4233-7615	Attack of War  Bebê	Isaac Porto	Ficcao Cientifica	1930
2515-1826-8348-7412	Strategize of Lies  Lápis	Lucca Farias	Ficcao Cientifica	1994
6646-2980-2736-1466	Incinerate of Opportunity  Pato	Nina da Paz	Ficcao Cientifica	1933
6169-1845-359-2148	Wipe Out of Freedom  Cachorro	Ana Livia Pereira	Ficcao Cientifica	1989
8697-6282-3848-3890	Day and Apocalypse  Triste	Joao Miguel Nogueira	Ficcao Cientifica	2011
9258-8156-1666-8043	Maze and Treasures autocarro	Caue Rezende	Ficcao Cientifica	1998
2803-8753-2944-3953	Sons and Destruction autocarro	Joao Felipe Teixeira	Ficcao Cientifica	1957
3769-6499-1558-3241	Garden and Order  Bola	Marina Pires	Ficcao Cientifica	1965
1396-3272-8309-5538	Fortress and Dimension  Gato	Danilo Nogueira	Ficcao Cientifica	2016
1141-174-2242-1641	Dream and Sword  Pato	 Arthur Oliveira	Ficcao Cientifica	2016
5512-5277-285-5156	Law and Guns  Beliscão	Luiz Miguel Monteiro	Ficcao Cientifica	1956
5057-1545-2221-3086	Battle and Voyage  Peixe	Yuri Silva	Ficcao Cientifica	1940
8105-5065-2448-8170	Guns and Planet  Peixe	Ana Julia Freitas	Ficcao Cientifica	1992
5605-8598-9932-5001	Journey and Barrage  Cadeira	Maysa da Cunha	Ficcao Cientifica	1932
2520-7951-9832-3127	Struggle and Legends  Cachorro	Noah Costa	Ficcao Cientifica	2000
3758-6632-9291-9964	Lies and Evolution  Cachorro	Ana Santos	Ficcao Cientifica	1974
3681-2343-5645-657	Twisted Dreams and Gangs  Galinha	Lavinia Oliveira	Ficcao Cientifica	1968
4675-3892-7114-6030	Barbarians and Havoc  Pato	Heitor Almeida	Ficcao Cientifica	1951
3164-4489-3745-2254	Doubt and Order  Beliscão	Sophie Pinto	Ficcao Cientifica	1969
5839-954-9942-9168	Solitude and Misery  Cachorro	Leandro Vieira	Ficcao Cientifica	1966
4401-6536-3631-2541	Liberty and Immortals  Pular	Camila Rocha	Ficcao Cientifica	1928
5661-5261-6926-954	Harmony and Chaos  Gato	 Gabriela da Mota	Ficcao Cientifica	1971
9673-5669-9364-2127	Action and Evolution  Rato	Pedro Viana	Ficcao Cientifica	1954
6681-4263-6871-5351	Disarray and Reckoning  Chifres	Rebeca Cardoso	Ficcao Cientifica	1916
9267-240-7546-767	Deltadoom  Tosse	Ana Carolina Rodrigues	Ficcao Cientifica	1987
5503-9094-5138-6882	Blockland  Fogão	Noah Costa	Ficcao Cientifica	1929
914-1957-5786-3109	Bloodcore  Lápis	Francisco da Mata	Ficcao Cientifica	1953
741-9118-714-5871	Dreadlust  Gato	 Joao Gabriel da Rocha	Ficcao Cientifica	2007
8379-1565-1214-7811	Geoland  Sapo	Isabella Melo	Ficcao Cientifica	1987
720-9436-6648-8609	Cyberdude  Espirro	Benjamin Monteiro	Ficcao Cientifica	1931
9252-826-11-3903	Battlebot  Fogão	 Paulo Nascimento	Ficcao Cientifica	1993
5374-2235-7506-9928	Dreadside  Pinguim	Daniela da Luz	Ficcao Cientifica	1963
1868-2418-6942-4497	Crystalblaze  Peixe	Davi Lucca Silva	Ficcao Cientifica	2018
9594-8896-8152-3045	Astroblast  Orelhas	Caua da Conceicao	Ficcao Cientifica	1986
9044-1487-9856-5582	Light Carnage  Colher	Alana Duarte	Historico	1961
4990-5980-8534-7669	Obscure World papel	Joao Lucas Silveira	Historico	1946
4451-7830-1645-510	Infected Prototype  Pescador	Kamilly da Luz	Historico	1934
9460-3736-4418-9813	Fury Games  Bebê	Raquel Alves	Historico	1926
6453-8282-4211-6560	Chaos Conspiracy  Aplaudir	 Heitor Pereira	Historico	1994
2209-616-6266-4817	Zero Reaver  Copo	Isabella Pires	Historico	2011
8670-6377-5737-9583	Armageddon Armada  Bola	Carlos Eduardo Peixoto	Historico	1973
6955-7458-9308-4151	Future Breed  Futebol	Juliana Costela	Historico	1969
4448-6332-6419-9313	Shadow Reaver  Bicicleta	 Emanuelly Alves	Historico	1926
4327-4453-349-6492	Armed Barrage  Peixe	Esther Viana	Historico	1959
7665-2150-579-1534	Shoot of Privilige  Rato	Pedro Henrique Santos	Historico	2016
5658-9069-6555-5698	Run of Treachery  Rato	Luiz Felipe Silva	Historico	1956
1710-8972-3339-5528	Struggle of Struggle  Aplaudir	Maria Cecilia Cardoso	Historico	1926
5413-3680-2917-8117	Bombard of Conflict  Martelo	Marcela Fernandes	Historico	2006
2363-2242-7469-473	Assault of Campaigns  Bicicleta	Diego da Cruz	Historico	1917
6352-2761-9299-1342	Fortify of Rule  Gato	Alana Rocha	Historico	1999
6728-7186-822-987	Strife of Infringement papel	Manuela da Cunha	Historico	2011
5485-4531-8108-1287	Strike of Strife  Violão	Maria Clara Fernandes	Historico	1971
2948-4871-9123-4743	Fortify of Wrath  Pinguim	Bernardo Castro	Historico	1979
5709-9350-327-4499	Struggle of Salvation  Táxi	Maria Luiza da Paz	Historico	2020
4393-3779-7870-6850	Glitch and Echoes  Elefante	 Kamilly Barros	Historico	1935
6609-1752-2084-8505	Fortress and Words  Pato	Ian Ferreira	Historico	2010
898-7346-9456-5092	Law and Contract  Violão	Benjamin Dias	Historico	1966
3705-1168-1436-7362	Empire and Genocide  Bola	Ana Laura da Mata	Historico	1983
1992-5930-9597-5962	Words and Doom  Balé	Brenda Nogueira	Historico	1978
9793-5785-7084-2479	Whispers and Graves  Futebol	Pedro Lucas Campos	Historico	1915
2948-1738-9977-8565	Empire and Force  Balé	Caroline Rodrigues	Historico	1915
4868-6734-9038-1651	Defense and Escalation  Triste	Raul Correia	Historico	1914
1688-8361-1523-9106	Retribution and Memories  Beliscão	Joao Felipe Castro	Historico	2022
6794-2215-5004-1292	Graves and Battle  Lápis	Rafaela Sales	Historico	1958
8607-8375-2793-7460	Prototypes and Redemption  Pato	Daniela Silva	Historico	1921
3610-5099-8939-7798	Vampires and Solitude  Notebook	Davi Lucca da Conceicao	Historico	1931
261-6798-6045-4657	Solitude and Doubt  Copo	Marina Freitas	Historico	1945
3975-6632-7187-1561	Riddles and Valor  Piada	Heloisa Mendes	Historico	2012
7026-8572-3662-3490	Faith and Souls  Controle remoto	Ana Viana	Historico	1947
1031-6247-7453-7856	Nothing and Revolution  Elefante	Bernardo da Rocha	Historico	1990
3088-2246-1050-4715	Skulls and Fire  Aplaudir	Joao Pedro da Costa	Historico	1932
841-841-1083-4582	Oracles and Terror  Pescador	Maria Luiza da Mota	Historico	2011
5596-6051-3301-6889	Truth and Androids  Elevador	Bruna Cunha	Historico	1966
9791-7551-3878-5321	Kings and Resistance  Triste	Heitor Pereira	Historico	1983
139-1735-4970-1673	Farwind  Fogão	 Maite Fogaca	Historico	1921
9078-9798-12-5344	Astroscape  Cadeira	Melissa Nogueira	Historico	2011
8694-7334-4830-662	Castlefight  Lápis	Ana Luiza Moura	Historico	2019
89-7682-4830-4318	Dynachase  Tesoura	Igor Pereira	Historico	1973
3326-4677-1237-8939	Grimrain  Pipa	Samuel Carvalho	Historico	1953
5808-8802-4795-8921	Airmania  Martelo	Juan da Cruz	Historico	1919
70-6855-517-1943	Astrolife  Controle remoto	Carolina Costela	Historico	1973
5810-2902-9067-4738	Geoscape  Chifres	Anthony Correia	Historico	2008
7013-2942-7889-4714	Ultradoom  Óculos de grau	Ana Beatriz da Paz	Historico	1992
9361-7141-3142-2619	Datalife  Lápis	Joao Guilherme Sales	Historico	2011
878-4232-5839-6308	inquisicao mortal  Lápis	Enzo Gabriel Costa	Historico	1961
5441-8001-643-8131	Ataque Solar  Galinha	Carolina da Cruz	Historico	2005
1698-7071-9514-6995	Alias ​​leve  Gato	Ana Laura Moura	Historico	1915
7106-3063-1471-2541	Fronteira Humana  Pular	Daniel Aragao	Historico	1974
1334-7263-6974-3121	Retribuicao de Batalha  Bola	Felipe Nogueira	Historico	1917
1390-4256-3245-9808	Matando o medo  Escova de dente	Barbara Cardoso	Historico	1916
5371-1018-3839-6890	Abismo Solar  Peixe	Juliana Fogaca	Historico	1974
8691-6028-8369-7441	consequências cosmicas  Bebê	 Leandro Aragao	Historico	2008
6320-269-2686-6546	apenas coracao  Sapo	Breno Nogueira	Historico	1936
4298-6018-3768-8939	Raca Assassina  Elevador	Rafael Oliveira	Historico	1934
1660-7808-5850-1057	Resgate da Retribuicao  Sapo	Luiz Miguel Correia	Historico	1920
6195-3231-2137-1215	Demolicao da Guerra  Pipa	 Alana Araujo	Historico	1956
8215-5535-1207-1265	Correr de Atrito  Pato	Murilo Fogaca	Historico	1981
6405-7919-9537-1852	Resistir De Mentiras  Galinha	Caue Oliveira	Historico	2011
7222-2651-2676-7725	Plano de Violacao  Fotógrafo	Elisa Farias	Historico	1937
3129-9042-7169-5465	tiro de combate  Beliscão	Marina Freitas	Historico	1946
2107-6851-8717-7388	Infeccao de Assalto  Pescador	Maite Fernandes	Historico	1967
1851-9618-9577-1925	Fuga da traicao  Beliscão	Lavinia Oliveira	Historico	2020
6334-4922-514-8607	Luta de Expiacao  Controle remoto	Nicolas Barros	Historico	1917
8340-3041-9339-805	Disparo de Atrito  Sapo	Daniela Moura	Historico	2011
7847-359-3230-217	Terra e Flashbacks  Fotógrafo	Luigi Carvalho	Historico	1940
9110-3323-6628-4648	Codinome e Ecos  Colher	Francisco Pinto	Historico	1994
4365-5237-6291-4119	Labirinto e armas  Chifres	Elisa Santos	Historico	1945
3898-3216-2452-2899	Cronica e Viagem  Cadeira	 Bryan da Mota	Historico	1914
5542-1078-2660-650	Vida e Perigo  Pescador	 Ana Vitoria Ferreira	Historico	1951
4509-9699-2277-8493	Tumulos e Ruas  Pato	Theo Sales	Historico	1934
9426-2162-7624-4990	Ecos e codinome  Elefante	 Alice da Conceicao	Historico	1963
2712-8290-1673-3539	Perseguicao e Genocidio  Elevador	Joao Correia	Historico	2019
7953-5078-995-6255	Brasas e Dia  Pescador	 Rodrigo Jesus	Historico	1978
317-1845-3342-6192	Planeta e Escalacao  Notebook	Theo Ferreira	Historico	1925
4521-2591-3715-2555	Desespero e Explosoes  Chifres	Helena Porto	Historico	1976
3818-5903-4406-5678	Esqueletos e Acertos de Contas  Balé	Pedro Lucas Pereira	Historico	1973
4948-3025-4153-1920	Lobisomens e luta  Balé	Helena Vieira	Historico	1927
5141-6651-8012-7262	Existência e Logica  Orelhas	Nicolas Cardoso	Historico	1937
5435-5997-6865-6603	Esperanca e Frenesi  Piada	Alice Araujo	Historico	1933
6318-3955-5580-1562	Desordem e Dor  Táxi	Evelyn Fogaca	Historico	2013
8635-4229-3476-254	Terra e Poeira  Balé	Lucca da Rosa	Historico	1959
9833-7686-2980-8761	Valor e Sombras  Colher	Felipe Fernandes	Historico	1942
8977-1571-9553-6899	Desordem e Androides  Bicicleta	Theo Jesus	Historico	2021
1307-2715-2862-1683	Razao e admiracao  Beliscão	Camila da Cunha	Historico	1984
1728-9454-5087-9855	espaco de cristal  Galinha	Luana da Mota	Historico	1944
4471-8803-3738-6073	Grimwind  Óculos de grau	Vitor Hugo Duarte	Historico	1990
6044-5019-6367-5615	campo de batalha  Copo	Caroline Ribeiro	Historico	2020
4968-6219-5618-3951	Alterstar  Bebê	Pedro Miguel Cardoso	Historico	1978
3054-1316-9434-6459	Blueblast  Orelhas	Matheus Barbosa	Historico	1970
4327-8284-6157-1281	plano de fusiveis  Bebê	Vitor Gabriel Moura	Historico	2011
4879-1259-7547-5740	Grimborne  Basquete	 Carolina Pereira	Historico	1924
2101-6555-9314-1186	borderblaze  Galinha	Emanuelly Monteiro	Historico	2018
7157-4595-7680-841	altercacao autocarro	Agatha Rodrigues	Historico	1916
2455-2258-7088-7110	Bladeshot  Violão	Catarina Monteiro	Historico	1921
4793-9640-731-1424	calamidade inimiga  Elevador	 Caue Campos	Drama	2003
3018-2762-7370-8332	Virus Celestial  Controle remoto	Ian Monteiro	Drama	1951
2939-4232-1316-7881	Ataque de Tempestade  Lápis	Andre Pinto	Drama	1969
1481-3317-3926-8366	Fuga Solar  Cadeira	 Alexandre da Rocha	Drama	2011
187-6445-6695-6345	Chamada Esquecida  Café	 Guilherme Nogueira	Drama	1955
4473-4992-6394-9857	alianca tatica  Violão	 Lara Lopes	Drama	1975
1202-8705-6409-7651	guerra especial  Café	Valentina Martins	Drama	1980
6881-9853-6283-5613	Furia Reaver  Pipa	Noah Costela	Drama	2000
4492-7581-5228-2628	Operacao parasita  Óculos de grau	Isabella Nascimento	Drama	1920
4685-3582-5716-3759	mascara fantasma  Fotógrafo	Daniel Araujo	Drama	1921
1769-9150-4303-3801	Cerco da Traicao  Colher	Maria Sophia Freitas	Drama	1982
7269-4564-8125-6764	Run of Privilege  Chifres	Joao Miguel da Conceicao	Drama	1970
41-139-814-8743	batalha de traicao  Chocolate	Eduarda Rezende	Drama	1946
1627-8109-5612-8393	Queima de regra  Pipa	Thiago Teixeira	Drama	1929
9551-6734-1007-6556	Ataque de Logica  Copo	Igor das Neves	Drama	1955
5768-6569-3526-1710	Regra da Logica  Cadeira	Olivia Alves	Drama	1961
7977-9334-855-5985	Incinerar do Privilegio papel	Maria Cecilia Lima	Drama	1987
1072-9689-2283-5114	greve de ordem  Piada	Nicolas Nogueira	Drama	1980
5298-4847-3729-1664	Acabar com a Rivalidade  Piada	Otavio Nunes	Drama	1958
7676-3592-2717-2056	Pilhagem de Logica  Espirro	Joao Pedro Ribeiro	Drama	1992
9269-7012-3245-9280	Ruas e Jardim  Beliscão	Pedro Henrique Cunha	Drama	1954
4430-358-6503-1538	Crônica e viagem  Colher	Calebe Souza	Drama	1951
6064-7564-2420-8023	materia e dia  Violão	Paulo Alves	Drama	2013
3939-2560-8442-9411	Invasao e Natureza  Violão	Isadora Carvalho	Drama	1994
8791-9311-2398-158	Planeta e Crônica  Rato	Isabella Carvalho	Drama	2006
7215-6471-3341-9041	crônica e lei  Espirro	Elisa da Mata	Drama	1997
2784-9020-9931-1328	Ataque e Armas  Café	Maria Silveira	Drama	1960
663-9791-5120-8004	Ataque e Fortaleza  Chocolate	Noah Melo	Drama	2022
5195-876-4173-2400	vinganca e imperio  Aplaudir	 Maria Alice Gomes	Drama	1918
3256-1267-5861-6709	Câmara e Sussurros  Celular	Theo Viana	Drama	1928
1850-6221-5593-17	Solidao e Salvacao  Pipa	Laura Ribeiro	Drama	2002
7457-1233-1409-9138	Conflito e Sombras  Tosse	Isis da Mota	Drama	1980
2881-5712-552-7092	Zumbis e Razao  Escova de dente	Kamilly Carvalho	Drama	1920
4174-6996-3269-8429	poder e deuses  Sapo	Luiz Felipe Rodrigues	Drama	1961
402-6650-2075-5563	Almas e Ordem  Tesoura	Stella Nunes	Drama	2020
6796-8489-8998-2907	luta e misterio  Rato	Ana Julia Barbosa	Drama	1983
8036-394-5193-5909	Controle e blindagem  Escova de dente	 Maria Cecilia Alves	Drama	1955
9091-8763-453-1269	Furtividade e Lobisomens  Tosse	 Isabel Nunes	Drama	2001
4143-1513-3741-5142	Terror e Herois  Pato	Alice Moreira	Drama	1961
2901-7452-4748-378	Insanidade e Poeira  Táxi	Carlos Eduardo Viana	Drama	1971
7257-3814-7018-7103	lado da guerra  Chocolate	Ana Vitoria Santos	Drama	2006
141-4778-9311-6689	robô cruzado  Lápis	Maria Cecilia Moura	Drama	2002
5976-7782-2895-6217	ponta de dragao  Controle remoto	Sophia Alves	Drama	2010
1982-683-5849-3495	vôo da lâmina  Sofá	 Sofia Castro	Drama	2011
3469-3366-7692-9226	Fogo azul  Notebook	Diogo Moreira	Drama	1981
410-9824-9173-8709	Backborne  Notebook	 Beatriz Rocha	Drama	1949
479-5045-917-9934	plano de cluster  Avião	Isis Ferreira	Drama	1952
7420-7152-9753-5934	Bladehunt  Gato	Davi Ribeiro	Drama	1922
6497-2421-7981-2476	Emberforce  Pular	Luiz Miguel Cardoso	Drama	1966
3566-3451-6235-7327	Clusterfobia  Elefante	Alicia Ribeiro	Drama	1954
8936-4541-3674-2531	viagem de tempestade autocarro	Guilherme Novaes	Fantasia	1966
9135-3413-6069-598	Ego Amaldicoado  Basquete	Joao Felipe Melo	Fantasia	1970
8332-2665-6918-1716	Caverna do Futuro  Bebê	Marcos Vinicius da Mata	Fantasia	1921
3668-666-8939-5572	Ressurreicao Privada  Pato	Laura Campos	Fantasia	2008
4537-3958-9557-1028	Reino de Batalha  Elefante	Isis Araujo	Fantasia	1928
2402-127-8352-7940	Estrada Fantasma  Escova de dente	Joao Gabriel Goncalves	Fantasia	2014
5375-8554-8099-7262	universo ruim  Aplaudir	 Theo Melo	Fantasia	1993
6764-8204-4440-3060	Caverna Espiritual  Notebook	Lucca Dias	Fantasia	1947
5249-55-882-215	Armada da Tempestade  Pinguim	Lorena da Mota	Fantasia	1916
7093-4663-5171-8868	evolucao do anjo  Elefante	 Enrico Carvalho	Fantasia	1973
1460-3142-562-5956	divisao de combate  Elevador	Pietro Fernandes	Fantasia	1993
6706-4514-5168-2038	Vinganca da Logica  Óculos de grau	Emanuella da Cunha	Fantasia	1985
389-9722-913-4163	Crash de Campanhas  Escova de dente	Diego Oliveira	Fantasia	1926
8387-3944-4835-3237	Fuga da Vinganca  Avião	Gustavo Cardoso	Fantasia	1958
2369-1430-4993-3118	conflito de imunidade papel	Henrique Cardoso	Fantasia	2009
321-8284-8254-4902	Greve da Razao  Fogão	 Ana Sophia Ramos	Fantasia	1980
8386-7449-7579-6603	luta de guerra  Controle remoto	Joao Gabriel Nascimento	Fantasia	1954
4809-6966-4035-7618	Corrida de Transgressao  Táxi	Vitoria Carvalho	Fantasia	1959
2250-6462-4461-9392	Proteger de Trapaca  Chifres	Mariane Campos	Fantasia	1980
350-9125-1087-8653	Bombarde de Enforce  Colher	 Miguel Sales	Fantasia	1948
2230-753-1911-1998	Casa e filhos  Aplaudir	Alice Pires	Fantasia	1963
64-8968-7416-8337	Crime e descendência papel	Isadora Moraes	Fantasia	1919
8574-8101-8330-3477	Jardim e Fonte  Celular	Nicolas Nascimento	Fantasia	1977
5115-1162-2944-9306	Palavras e fonte  Violão	Rafael Barros	Fantasia	2020
1137-2552-2718-5633	Brasas e Impacto  Pinguim	 Ana Sophia Jesus	Fantasia	1919
8107-9026-5072-5567	sonho e imperio  Elevador	Joao Lucas Cardoso	Fantasia	1924
9312-5131-7212-4784	Enterro e tesouros  Táxi	Lucas Gabriel Peixoto	Fantasia	1960
3732-683-1131-3658	Palavras e Impacto  Gato	Gabriel Castro	Fantasia	1930
135-3486-8119-696	Vinganca e Fortaleza  Sofá	Joao Porto	Fantasia	1980
2574-7168-2706-2447	Cavaleiros e codinome  Pato	Maria Vieira	Fantasia	1973
9571-4875-9322-9129	Barbaros e Natureza  Lápis	Yasmin da Conceicao	Fantasia	2018
8554-6695-8670-1106	Caveiras e Miseria  Galinha	Sophia Castro	Fantasia	1932
6910-6087-1287-7850	Honra e Resistência  Violão	Luiz Fernando da Mota	Fantasia	1953
6157-2258-7022-8726	poeira e vampiros autocarro	Nathan Santos	Fantasia	2004
6-3911-3069-3436	Ambicao e Acao  Pato	Vitoria Moraes	Fantasia	1995
8152-5934-8157-7311	Acao e Rubble  Beliscão	Ana Sophia Fernandes	Fantasia	1919
5891-9331-6123-3956	Frenesi e Caveiras  Triste	Eloah Rodrigues	Fantasia	1962
5520-8257-7434-9440	Infinito e Caos  Controle remoto	Lucca da Paz	Fantasia	1928
1231-590-4488-4246	Logica e Herois  Chifres	Vinicius Farias	Fantasia	1983
5152-6291-1986-1904	Liberdade e Dragoes  Rato	Otavio Pinto	Fantasia	1969
7264-4760-7817-5475	Dragonlust  Bola	Gabriel Viana	Fantasia	2006
7195-2419-9464-8619	Fusioncry  Cachorro	Lorena Costela	Fantasia	1954
1553-3983-3322-5573	Blocklight  Pular	Joao Miguel Pereira	Fantasia	1933
5549-9417-4891-9565	Deltazone  Bola	Stephany Ramos	Fantasia	1948
5133-8499-2295-6480	Grito de guerra  Tesoura	Vinicius Santos	Fantasia	1967
2262-1045-7349-4317	Antiscape  Óculos de grau	Joao Felipe Viana	Fantasia	1915
9107-3894-8656-8352	Farsite autocarro	Brenda Souza	Fantasia	1930
7642-8254-762-4800	Datablast  Bebê	Maria Julia Goncalves	Fantasia	1941
7725-9106-4312-5404	Borderrush  Tosse	Lavinia Caldeira	Fantasia	1982
2783-4049-6139-8736	Bodystar  Sapo	Maria Julia Souza	Fantasia	1961
9575-2672-7120-4774	Legado do Vampiro  Pescador	Yasmin Freitas	Infantil	1991
1911-2291-4038-8083	Armada Primal  Pipa	Luiz Gustavo Moreira	Infantil	1916
1039-4721-5730-715	Materias Metalicas  Tesoura	Helena Sales	Infantil	1933
5574-8527-510-7577	impacto atômico  Chocolate	 Clarice Moreira	Infantil	1987
4222-131-1677-5669	carnificina da morte  Colher	Yasmin Rezende	Infantil	1961
523-8523-4124-7678	Complexo Amaldicoado  Aplaudir	Alexandre Santos	Infantil	1980
1614-7365-2362-6874	Mortal Reaver  Pipa	Kamilly Farias	Infantil	1940
3510-6041-6907-3109	Jogos Fantasmas  Bebê	 Caua da Cunha	Infantil	1973
3214-2475-6298-9843	raca bala  Espirro	Diego da Paz	Infantil	2020
6002-3943-988-867	conspiracao brutal  Triste	 Leandro Costa	Infantil	1919
1028-8633-8940-7287	Fortificacao de Combate  Aplaudir	Joao Pedro das Neves	Infantil	1959
8650-4918-4664-189	Braco da Duplicidade  Notebook	Maite Ramos	Infantil	1978
2335-1421-7057-4663	Luta de Campanhas  Lápis	 Yago Nascimento	Infantil	2002
1754-4224-3633-1950	Crash de combate  Gato	Eduarda Teixeira	Infantil	2006
8529-1942-2777-3316	aumento de friccao  Sapo	 Clara Nogueira	Infantil	1962
4058-2828-1929-3909	Revolta da Logica  Notebook	Luigi da Cruz	Infantil	1940
710-4917-797-5001	Batalha de Regulamentos  Pato	Maria Luiza da Mata	Infantil	2010
6325-121-8004-7032	Invasao de conflito  Bicicleta	Elisa da Conceicao	Infantil	1987
3595-547-529-9533	Elimine a Agressividade  Escova de dente	 Davi Fernandes	Infantil	1965
3015-9989-5853-8575	Demolicao da Logica  Tosse	Stella Lima	Infantil	1975
2171-9856-779-9803	luta e fantasmas  Cachorro	 Pietra Carvalho	Infantil	1978
6950-1844-6397-5319	Tesouros e sombra  Golfe	 Joao Miguel da Costa	Infantil	1955
399-947-4860-3684	Apocalipse e dias  Táxi	Sofia Moreira	Infantil	1967
9657-2477-5115-126	Cavaleiros e casa  Cachorro	 Clarice da Luz	Infantil	1985
8633-8075-3408-4993	Fortaleza e falha  Notebook	Alexandre Fogaca	Infantil	2003
2793-2483-8088-3010	Sonho e Genocidio  Avião	Vitoria Farias	Infantil	1913
240-712-2307-8059	Perigo e Galaxia  Óculos de grau	Fernanda Fogaca	Infantil	1922
9871-4288-6319-9838	Raid and Sons  Café	Joao Vitor Nogueira	Infantil	1946
886-2071-3849-1326	Sinfonia e codinome  Peixe	Fernando Silveira	Infantil	1982
4700-6044-3475-3570	idade e decada  Galinha	Augusto Nascimento	Infantil	1975
4246-4117-2609-984	Inocentes e Mutantes  Violão	 Leonardo Porto	Infantil	1998
8476-8374-2060-181	Ambicao e mentiras  Tesoura	Danilo Lima	Infantil	1951
4843-2351-1283-8888	loucura e nada  Café	Theo Rodrigues	Infantil	1913
5879-1662-2573-256	Natureza e Dever papel	Thomas Nunes	Infantil	1923
7501-2686-7417-1157	Herois e Destino  Fogão	Isaac Araujo	Infantil	2003
7392-8300-8273-8043	Infinito e Caos  Aplaudir	Carlos Eduardo Silveira	Infantil	1978
4768-26-2737-8344	Dever e Mutantes  Aplaudir	Ryan da Conceicao	Infantil	2015
8997-1622-1040-6908	medo e maldade  Sofá	 Henrique Castro	Infantil	1998
8857-5447-9452-3047	Pavor e Desordem  Bicicleta	Nicole Nunes	Infantil	1981
9813-43-8811-6696	Razao e Mutantes  Galinha	Pedro Costela	Infantil	1922
5860-1492-3495-1434	Bulletsky  Bebê	Yuri Costela	Infantil	1915
6911-8377-3558-3875	ultrasky  Sofá	Amanda Viana	Infantil	1985
6103-7743-5312-2598	Blastercraft  Café	Lorena Melo	Infantil	1920
5555-9025-1008-2487	Grimmind  Táxi	Murilo Fernandes	Infantil	1956
9996-6854-6022-8216	Biofire  Cadeira	Luiz Gustavo Pires	Infantil	1915
9665-7296-5287-4148	Farrush  Gato	Joao Miguel Monteiro	Infantil	1918
9061-4436-2660-4599	Masterdude  Controle remoto	Leonardo Freitas	Infantil	1976
8257-7029-9968-4638	Fusionspace  Balé	Kaique Rocha	Infantil	1948
2703-7639-438-3584	Bladespace  Galinha	Leticia Moreira	Infantil	1929
2591-5318-5508-8984	Datahunt  Espirro	Thales da Conceicao	Infantil	1932
3935-1964-5266-4376	Assuntos Carnivoros  Futebol	 Joao Lucas Ribeiro	Terror	1920
7324-2551-9268-4442	Ascendente Carmesim  Bebê	Marcela Costela	Terror	1955
3857-5981-2526-5634	Lenda secreta  Bicicleta	Stephany Goncalves	Terror	2005
6950-8554-5610-1951	fronteira armada  Pular	Eduardo Fogaca	Terror	1996
1525-1901-8384-7317	Campanha canibal  Pescador	 Renan Rezende	Terror	2003
6023-9930-5897-5548	Evolucao Zumbi  Elevador	Vicente Aragao	Terror	1945
5200-7237-3179-418	Anjo de emergência  Colher	Andre Rodrigues	Terror	1917
4623-5330-7386-6709	colheita de cromo  Escova de dente	Ana Luiza Sales	Terror	1974
